Cluster 0{
[439.685,398.741,551.093]
(435.927,402.079,539.389)
(459.195,401.964,500.518)
(370.714,360.696,569.46)
(423.111,464.703,541.946)
(431.118,408.56,477.862)
(427.939,373.424,508.907)
(427.456,467.312,547.79)
(398.652,428.765,577.528)
(427.368,482.686,632.366)
(396.449,400.101,469.199)
(464.031,371.835,485.548)
(474.068,440.221,569.246)
(426.688,322.489,453.887)
(431.721,343.372,457.552)
(455.495,351.288,637.889)
(465.693,453.071,602.654)
(526.08,322.461,574.302)
(474.412,370.522,540.488)
(381.843,346.735,536.244)
(464.718,457.71,519.397)
(409.657,428.966,528.907)
(510.758,391.29,584.714)
(439.82,322.639,574.071)
(462.285,416.746,554.02)
(466.575,374.077,565.921)
(392.418,427.187,489.07)
(363.257,375.291,445.451)
(474.311,397.161,550.182)
(426.597,403.996,494.952)
(422.567,389.496,479.619)
(385.151,396.575,486.381)
(471.36,413.564,651.812)
(452.549,401.166,510.66)
(405.079,368.651,617.446)
(448.584,356.565,575.315)
(473.634,436.242,535.376)
(523.042,319.475,595.447)
(499.432,398.814,513.917)
(449.204,419.49,516.873)
(408.213,326.879,556.749)
(406.77,356.974,545.787)
(421.728,360.482,604.634)
(483.822,399.526,542.758)
(406.186,494.804,622.856)
(428.319,474.023,619.018)
(365.871,434.011,508.567)
(519.652,375.509,548.343)
(434.931,407.57,586.842)
(445.403,414.553,518.228)
(443.09,396.796,503.49)
(436.436,441.545,515.575)
(442.816,421.84,539.751)
(438.673,388.988,609.073)
(495.609,351.602,534.188)
(501.143,412.332,541.39)
(470.341,441.217,608.726)
(418.731,403.025,593.074)
(451.476,423.263,481.972)
(405.717,455.847,524.098)
(444.191,337.358,556.297)
(515.224,358.75,532.733)
(508.257,366.652,615.256)
(492.696,378.655,513.778)
(450.61,343.884,588.837)
(387.318,465.461,536.124)
(379.851,498.695,596.567)
(503.452,406.302,550.153)
(484.554,353.617,530.743)
(428.084,460.343,558.737)
(420.637,386.908,479.825)
(487.691,393.108,581.624)
(398.917,385.369,476.761)
(418.787,487.512,596.681)
(416.634,385.284,651.806)
(487.361,406.99,521.068)
(437.669,380.295,474.804)
(455.443,416.311,655.663)
(409.453,331.912,536.509)
(482.656,445.194,610.737)
(440.073,435.017,516.923)
(406.559,396.374,603.546)
(386.588,403.57,431.712)
(437.029,464.538,539.472)
(423.958,405.408,515.208)
(455.228,415.723,502.38)
(427.607,359.557,565.529)
(437.63,452.562,575.358)
(471.792,322.13,537.536)
(389.227,318.033,512.292)
(465.248,419.782,499.434)
(432.404,375.805,542.909)
(484.188,330.485,596.857)
(411.136,455.009,530.621)
(360.451,405.018,535.784)
(361.349,376.342,589.281)
(426.84,401.324,585.441)
(403.111,415.026,522.792)
(463.577,368.738,519.466)
(468.703,375.79,486.325)
(380.183,398.505,439.953)
(463.024,414.263,613.941)
(502.779,397.448,525.832)
(399.75,431.919,590.605)
(515.794,355.204,566.989)
(412.025,404.368,521.729)
(466.014,352.359,520.373)
(380.705,461.769,601.209)
(478.538,330.61,546.511)
(493.955,429.272,544.427)
(480.739,326.646,605.986)
(490.407,383.514,594.165)
(399.86,483.957,592.855)
(398.353,430.634,492.224)
(361.629,319.603,464.121)
(479.072,338.114,530.465)
(516.973,332.337,557.323)
(455.593,434.977,536.026)
(464.956,353.1,571.407)
(374.766,479.083,554.833)
(408.04,372.723,517.089)
(473.273,447.431,591.985)
(477.409,393.455,571.938)
(419.342,386.393,475.371)
(453.203,393.125,496.407)
(411.281,486.613,653.809)
(408.699,447.301,586.189)
(446.04,435.222,642.676)
(470.349,409.179,502.547)
(422.096,513.212,652.08)
(358.149,348.38,449.109)
(428.46,348.917,535.393)
(358.206,424.741,584.733)
(421.013,456.862,557.8)
(396.97,368.386,496.216)
(406.274,469.065,563.17)
(437.638,416.994,503.319)
(457.971,469.756,595.775)
(492.095,410.337,587.081)
(448.118,448.009,507.341)
(411.297,434.892,550.755)
(398.769,416.233,527.087)
(380.598,319.658,541.915)
(361.936,394.479,441.803)
(375.57,369.27,574.541)
(493.752,328.956,560.514)
(429.229,387.26,542.994)
(402.389,322.342,603.737)
(510.3,374.975,533.01)
(483.997,428.923,513.381)
(471.001,393.903,532.969)
(445.083,388.185,640.115)
(451.292,432.415,628.983)
(481.798,430.12,587.307)
(503.738,355.95,527.195)
(360.898,373.944,466.345)
(441.663,373.672,466.816)
(418.036,371.711,629.048)
(501.16,400.309,560.143)
(426.547,417.599,629.75)
(483.672,388.051,629.309)
(384.624,408.677,560.102)
(477.516,397.342,508.78)
(395.484,452.112,570.173)
(466.668,463.668,578.764)
(453.475,407.516,615.816)
(410.764,456.737,563.57)
(421.181,344.69,483.998)
(403.819,454.979,538.108)
(461.048,431.858,611.162)
(466.448,436.979,505.097)
(492.816,362.197,509.196)
(430.742,475.734,567.921)
(380.677,356.792,576.362)
(492.621,427.665,576.456)
(478.821,417.462,575.385)
(413.252,376.902,455.157)
(433.434,475.709,597.292)
(520.689,316.535,549.642)
(464.915,416.776,572.615)
(362.739,484.247,595.341)
(466.115,444.551,590.217)
(416.965,436.775,546.408)
(480.294,383.825,516.019)
(384.351,423.11,547.526)
(385.839,381.929,574.53)
(445.641,454.407,581.811)
(358.245,399.465,475.661)
(374.643,323.77,544.588)
(362.416,503.284,595.134)
(457.19,386.959,635.791)
(406.453,446.075,549.575)
(517.358,375.156,553.579)
(479.718,406.677,500.604)
(392.556,336.98,480.589)
(482.654,453.493,568.826)
(457.861,489.246,607.208)
(444.688,454.388,565.591)
(455.588,415.884,485.507)
(382.253,428.262,519.989)
(503.456,329.642,547.858)
(405.083,412.583,496.685)
(497.737,360.812,564.176)
(441.237,411.954,536.79)
(505.072,355.429,542.679)
(431.442,366.503,600.61)
(497.099,400.496,607.43)
(398.933,426.07,464.081)
(450.441,466.049,546.811)
(458.769,354.848,635.773)
(447.846,412.834,590.175)
(420.158,438.521,656.794)
(406.481,413.455,576.917)
(406.286,368.294,521.074)
(434.93,400.381,522.929)
(450.757,420.061,528.112)
(404.266,384.088,528.225)
(452.619,425.205,520.071)
(472.195,428.492,578.732)
(427.642,375.467,624.535)
(394.4,479.637,590.895)
(467.321,454.991,594.922)
(410.623,380.956,631.555)
(443.106,355.529,586.142)
(456.253,487.739,624.041)
(469.362,375.909,505.872)
(530.714,349.554,544.141)
(384.014,322.196,531.607)
(499.785,376.21,534.624)
(431.543,370.785,566.597)
(416.802,431.125,648.994)
(499.827,404.723,564.37)
(398.529,424.946,579.32)
(505.802,385.643,564.939)
(415.519,380.865,648.215)
(516.242,354.461,653.597)
(447.039,362.741,627.4)
(511.64,362.227,626.781)
(452.998,381.75,621.057)
(480.609,387.174,528.594)
(440.856,398.053,595.924)
(432.069,473.343,543.394)
(406.579,371.721,495.767)
(368.879,377.361,426.702)
(452.736,403.707,605.164)
(433.17,324.402,559.641)
(401.156,392.018,573.137)
(465.368,447.08,542.925)
(430.942,382.533,601.466)
(499.069,345.639,533.688)
(418.823,383.652,623.802)
(504.722,412.636,562.484)
(476.526,344.534,585.278)
(436.109,412.641,472.193)
(376.05,350.027,596.924)
(435.721,381.62,552.471)
(483.554,429.132,646.569)
(389.642,459.012,537.086)
(410.869,507.598,639.001)
(519.917,366.518,573.024)
(491.437,446.43,556.914)
(407.167,399.308,542.314)
(441.281,425.287,648.174)
(474.511,403.136,527.018)
(511.554,346.864,524.488)
(486.689,417.499,614.792)
(400.103,422.237,550.482)
(460.399,350.994,544.12)
(488.984,408.815,532.786)
(512.667,400.159,522.377)
(405.71,437.331,582.575)
(400.37,392.604,594.722)
(403.859,391.703,578.376)
(442.56,407.074,502.442)
(432.01,378.848,498.492)
(442.455,445.106,485.048)
(467.91,451.662,519.387)
(392.89,343.833,506.832)
(459.487,428.365,486.116)
(386.568,355.079,452.895)
(473.451,399.307,529.775)
(422.977,381.079,570.626)
(473.762,447.585,593.875)
(456.042,411.477,602.319)
(427.001,401.669,650.292)
(473.658,399.877,512.357)
(461.85,413.486,495.971)
(394.765,427.25,457.257)
(466.474,420.597,497.368)
(377.816,494.314,598.792)
(398.561,413.708,509.336)
(512.05,345.213,567.208)
(401.366,414.66,587.131)
(518.535,349.292,640.325)
(406.22,349.987,490.225)
(418.172,463.042,583.031)
(456.93,374.335,651.935)
(379.492,379.595,534.612)
(494.328,424.742,571.639)
(442.744,437.898,510.81)
(511.139,358.482,576.913)
(488.554,417.984,527.154)
(451.453,373.186,513.375)
(406.374,421.999,554.838)
(432.626,360.445,561.6)
(433.806,438.176,524.975)
(393.485,328.24,484.793)
(364.463,338.746,478.528)
(368.576,405.276,461.044)
(376.509,473.447,553.177)
(430.978,354.094,554.318)
(375.892,409.013,607.652)
(444.292,438.275,534.018)
(407.959,341.534,440.151)
(422.682,399.962,532.936)
(470.583,426.192,587.246)
(479.483,471.298,555.648)
(383.678,397.951,431.215)
(428.428,380.081,459.29)
(523.703,374.977,533.052)
(441.574,459.847,522.7)
(495.511,327.658,558.141)
(418.846,370.544,594.632)
(448.599,411.188,501.67)
(475.876,437.077,579.358)
(487.217,401.538,638.875)
(402.124,414.429,513.38)
(459.307,354.028,607.304)
(468.497,368.111,623.946)
(476.919,451.973,508.486)
(438.726,365.87,611.985)
(427.498,436.261,520.761)
(395.408,466.421,581.066)
(460.794,410.868,527.827)
(404.707,364.687,563.963)
(449.539,379.283,509.007)
(423.825,466.444,587.274)
(358.176,342.508,465.461)
(501.664,403.426,573.554)
(499.314,438.31,524.249)
(367.435,472.634,599.439)
(502.271,373.235,561.06)
(417.563,426.608,604.283)
(447.192,348.952,495.244)
(446.893,354.925,590.824)
(434.33,434.507,477.308)
(361.769,317.631,480.451)
(413.542,330.84,452.17)
(371.183,328.871,604.037)
(533.115,331.227,546.944)
(369.116,461.15,492.987)
(472.401,362.406,500.461)
(467.951,349.83,646.526)
(465.785,485.302,587.771)
(369.944,369.823,557.412)
(431.413,416.98,536.563)
(508.005,382.276,544.423)
(388.924,379.786,542.877)
(476.986,388.562,522.849)
(358.58,365.481,544.141)
(400.816,480.511,595.281)
(415.896,440.195,496.488)
(472.405,374.818,492.584)
(470.415,380.473,578.169)
(420.509,425.338,611.405)
(500.329,361.097,565.595)
(382.978,407.768,531.853)
(480.042,446.743,541.46)
(523.612,319.388,559.781)
(489.121,419.316,537.653)
(506.004,383.177,568.896)
(453.979,341.264,547.012)
(405.103,390.725,568.965)
(478.245,341.059,553.921)
(384.443,347.006,568.988)
(489.736,318.859,574.9)
(405.542,441.012,476.217)
(477.134,448.687,522.678)
(457.773,454.875,552.903)
(410.166,428.015,536.575)
(384.776,482.074,605.057)
(387.489,449.303,519.882)
(467.724,388.47,588.08)
(460.431,407.375,519.69)
(425.647,460.381,607.987)
(502.431,378.528,599.677)
(424.7,421.107,558.62)
(478.57,398.613,541.222)
(478.497,382.93,524.802)
(476.678,352.423,520.534)
(422.366,438.625,653.275)
(450.864,461.222,545.409)
(429.828,424.232,535.025)
(439.643,459.008,526.755)
(437.686,433.718,624.271)
(488.514,423.862,564.977)
(396.048,378.356,597.402)
(413.094,358.588,463.488)
(458.75,450.902,592.16)
(438.396,447.628,600.009)
(463.023,415.711,504.618)
(444.977,373.43,601.255)
(379.479,317.927,452.126)
(500.471,428.303,535.322)
(424.188,418.85,584.009)
(511.3,372.658,561.257)
(422.758,466.618,589.437)
(428.602,392.095,561.225)
(469.817,361.083,523.117)
(376.995,370.12,518.64)
(439.319,330.113,597.216)
(436.852,359.742,652.008)
(441.155,343.943,474.356)
(468.514,381.104,587.76)
(475.617,332.082,540.346)
(423.2,505.42,644.981)
(497.764,381.215,599.719)
(459.35,396.02,513.737)
(495.887,386.493,507.466)
(462.453,433.033,645.821)
(423.256,442.707,646.111)
(483.623,427.09,545.253)
(411.257,389.815,451.087)
(484.582,430.945,606.152)
(425.819,356.866,575.611)
(440.291,393.317,477.939)
(463.875,407.706,519.197)
(422.718,439.236,624.137)
(484.805,320.047,555.438)
(431.83,410.565,518.757)
(469.501,362.35,655.033)
(388.912,437.058,566.567)
(367.865,456.407,593.763)
(426.741,421.847,524.907)
(483.652,375.686,510.391)
(389.359,438.788,453.072)
(378.397,342.766,563.009)
(409.66,423.28,526.928)
(390.091,325.728,531.169)
(441.68,365.271,494.56)
(502.168,381.645,648.769)
(381.048,352.838,479.973)
(401.653,362.196,444.017)
(410.368,391.069,567.959)
(473.809,339.117,557.156)
(511.352,372.827,518.978)
(381.845,446.706,494.518)
(487.68,358.537,563.537)
(412.78,368.102,443.837)
(404.169,364.029,476.025)
(418.073,392.511,538.102)
(453.193,410.399,590.121)
(430.243,486.003,598.469)
(471.688,472.86,578.965)
(434.022,445.131,651.757)
(492.296,371.548,590.426)
(414.743,466.685,580.957)
(412.954,454.385,582.076)
(413.095,431.662,579.072)
(479.615,450.669,564.628)
(411.082,368.063,531.937)
(417.088,365.375,577.548)
(413.627,430.217,502.111)
(448.193,411.209,568.636)
(526.703,316.75,537.127)
(378.954,422.33,435.979)
(489.029,426.642,535.062)
(368.679,348.543,563.304)
(475.345,379.751,502.116)
(424.957,415.556,539)
(482.394,417.561,528.634)
(406.017,446.533,637.152)
(374.119,347.945,506.916)
(426.391,388.619,603.16)
(473.061,451.937,534.241)
(411.89,385.998,549.76)
(515.696,361.135,539.799)
(446.876,369.795,646.472)
(523.283,321.503,568.099)
(450.89,402.293,502.968)
(376.63,395.568,564.481)
(486.366,408.593,578.131)
(430.202,426.246,501.029)
(389.019,415.503,435.065)
(374.063,358.779,559.426)
(379.65,346.098,601.407)
(463.447,431.76,506.749)
(503.64,330.515,571.327)
(397.675,339.277,568.851)
(423.425,335.445,505.846)
(367.955,407.032,503.637)
(472.896,447.13,594.02)
(475.549,390.371,604.295)
(418.52,371.899,534.502)
(448.946,373.24,508.1)
(369.068,394.364,447.669)
(478.617,415.034,550.406)
(441.26,444.076,575.193)
(481.487,408.655,571.064)
(378.167,436.876,479.418)
(418.601,316.188,516.788)
(359.154,394.329,562.626)
(390.353,446.206,469.972)
(502.18,418.559,543.384)
(441.79,429.654,580.291)
(439.23,387.18,544.249)
(380.144,406.834,487.675)
(408.179,411.614,634.793)
(361.011,431.218,581.87)
(507.384,351.05,587.153)
(437.654,463.459,544.712)
(478.967,365.667,585.781)
(522.003,387.662,539.35)
(485.051,389.302,544.113)
(417.754,382.208,560.814)
(387.261,397.215,565.291)
(415.287,428.513,522.34)
(391.507,400.192,592.176)
(527.055,349.199,622.819)
(417.03,360.713,460.853)
(431.364,401.83,499.8)
(457.551,397.953,531.236)
(413.637,393.047,473.445)
(415.324,406.233,653.785)
(450.904,480.272,582.535)
(392.375,376.298,598.38)
(502.732,366.412,633.488)
(358.408,455.989,516.124)
(463.588,378.76,481.504)
(461.289,414.911,582.024)
(406.729,383.809,480.822)
(464.177,370.889,555.488)
(367.207,363.599,438.228)
(434.099,392.08,579.585)
(408.326,349.054,487.987)
(502.142,419.671,546.355)
(486.576,413.256,588.751)
(367.313,322.783,409.53)
(457.865,462.271,558.644)
(363.849,381.466,541.806)
(483.743,332.554,575.291)
(453.242,319.639,581.768)
(460.639,358.268,596.351)
(491.412,422.605,582.738)
(453.831,321.768,589.339)
(507.833,329.563,507.402)
(468.523,338.709,577.378)
(470.301,395.867,543.823)
(412.916,358.058,647.802)
(361.228,348.275,600.768)
(459.56,426.635,628.248)
(475.879,380.581,586.347)
(416.202,470.527,547.948)
(407.3,421.052,510.36)
(416.591,385.824,486.465)
(442.724,457.291,529.723)
(413.871,447.763,640.559)
(503.902,361.99,608.025)
(426.537,467.469,571.404)
(380.647,372.202,603.677)
(516.937,372.174,570.241)
(373.829,384.745,468.221)
(511.569,373.195,573.365)
(432.265,471.305,625.649)
(436.817,392.461,463.937)
(487.36,385.736,532.707)
(433.081,388.725,541.17)
(455.533,456.195,595.476)
(410.617,407.854,573.746)
(438.278,474.104,650.087)
(456.514,467.042,657.149)
(435.088,367.496,552.414)
(434.38,384.014,521.56)
(466.095,444.84,526.701)
(396.429,345.672,554.757)
(489.367,359.18,580.568)
(409.399,380.758,607.053)
(403.865,448.151,602.059)
(417.464,422.219,486.232)
(437.245,445.254,555.452)
(408.062,325.47,434.627)
(404.953,359.522,505.456)
(416.145,354.978,563.918)
(493.258,357.852,530.152)
(437.159,367.98,606.496)
(434.624,420.608,536.472)
(393.454,374.278,608.166)
(467.316,340.22,573.363)
(496.63,370.626,537.979)
(465.044,402.101,534.234)
(404.363,439.872,533.617)
(426.254,369.141,470.897)
(381.277,320.067,575.456)
(507.385,402.597,546.685)
(443.968,383.654,497.541)
(461.338,376.23,485.196)
(415.523,415.529,637.915)
(490.841,410.792,563.841)
(419.275,413.484,613.706)
(377.106,478.777,572.687)
(433.877,488.521,608.962)
(381.847,326.467,531.525)
(428.299,330.756,519.988)
(453.034,443.246,549.543)
(470.798,453.242,598.261)
(514.097,366.026,600.354)
(484.161,365.122,562.632)
(386.966,359.435,458.648)
(359.181,396.823,489.277)
(390.563,341.813,595.414)
(383.742,329.568,530.812)
(493.605,392.933,549.791)
(465.159,352.357,490.793)
(484.84,427.853,550.831)
(438.618,506.332,647.511)
(462.986,363.133,602.379)
(482.701,455.563,540.106)
(407.47,422.466,642.186)
(521.427,348.499,570.004)
(406.067,378.169,473.48)
(395.22,345.088,474.107)
(391.292,402.309,435.721)
(424.462,447.274,569.649)
(358.404,464.287,509.342)
(408.074,449.756,582.437)
(430.883,460.067,530.601)
(480.919,404.2,570.695)
(438.934,366.794,552.031)
(473.319,363.088,551.566)
(370.996,391.628,602.934)
(406.013,349.133,571.804)
(510.245,384.547,532.475)
(486.619,398.745,514.452)
(458.698,355.51,598.189)
(491.628,333.85,576.796)
(428.073,377.908,502.932)
(441.89,368.882,594.067)
(490.859,377.267,582.95)
(423.355,479.452,584.698)
(471.283,384.801,528.084)
(406.691,487.848,583.924)
(523.529,367.93,564.12)
(461.404,459.476,527.846)
(461.562,426.227,653.355)
(441.533,441.96,554.008)
(549.996,324.418,552.368)
(432.801,432.775,523.706)
(389.163,389.797,438.268)
(368.225,444.945,474.987)
(513.745,385.234,601.922)
(486.416,359.643,502.806)
(463.663,402.89,602.654)
(409.657,375.796,551.016)
(447.796,375.344,513.585)
(401.176,343.932,583.856)
(407.836,438.271,574.383)
(431.611,415.887,644.697)
(398.059,373.851,500.566)
(361.164,471.577,597.831)
(473.304,454.514,588.846)
(429.389,428.284,583.65)
(422.646,389.242,648.742)
(469.834,432.018,529.218)
(460.495,439.707,563.617)
(408.742,443.217,527.332)
(456.699,482.736,593.873)
(379.009,406.521,561.513)
(444.782,406.077,592.732)
(480.989,382.694,562.226)
(492.748,351.282,504.889)
(436.484,411.729,632.635)
(489.304,388.067,563.96)
(484.803,407.769,559.935)
(493.841,339.667,579.622)
(504.598,368.307,519.152)
(414.349,401.27,498.114)
(385.337,365.148,560.619)
(429.438,451.23,511.752)
(416.67,493.486,655.076)
(425.908,483.875,573.91)
(371.766,449.683,597.967)
(475.586,469.29,569.56)
(439.539,387.966,609.091)
(433.276,372.865,482.159)
(456.352,328.651,600.555)
(364.245,401.858,420.753)
(412.155,353.738,518.866)
(395.537,379.419,446.256)
(490.947,373.659,565.417)
(393.032,364.565,578.526)
(402.771,398.153,514.535)
(362.944,386.456,583.523)
(436.646,351.77,529.286)
(449.58,321.837,536.716)
(407.218,402.677,578.617)
(407.199,355.127,622.607)
(385.579,330.401,536.098)
(443.945,382.527,491.782)
(431.081,377.062,545.541)
(445.666,340.016,577.338)
(404.994,436.714,534.132)
(433.479,353.246,589.529)
(481.959,434.978,503.55)
(479.028,426.198,652.101)
(422.306,333.58,469.633)
(437.926,421.679,469.367)
}
Cluster 1{
[561.046,456.133,567.911]
(538.929,503.396,557.708)
(542.472,493.484,588.584)
(560.046,395.945,560.743)
(604.463,421.009,498.312)
(517.927,410.05,546.205)
(560.491,475.214,575.852)
(611.551,408.563,510.981)
(548.092,444.526,516.179)
(588.617,388.228,541.75)
(568.806,352.222,533.876)
(517.511,390.198,624.041)
(571.963,467.781,564.454)
(518.32,463.279,548.107)
(554.583,357.699,547.84)
(584.081,512.115,571.801)
(604.029,483.865,544.588)
(520.855,476.365,593.858)
(566.468,398.542,567.305)
(587.561,538.397,563.528)
(533.087,538.194,559.217)
(525.804,409.118,526.471)
(642.297,370.866,598.712)
(528.088,540.071,570.668)
(638.911,497.353,581.512)
(603.179,499.705,637.595)
(578.892,507.969,542.419)
(534.442,485.947,572.759)
(583.36,365.753,630.269)
(580.831,417.531,500.585)
(540.285,491.21,544.244)
(572.089,461.865,488.959)
(642.667,385.999,537.035)
(562.977,417.802,509.453)
(555.854,459.873,652.758)
(564.118,520.418,544.134)
(497.929,479.967,589.808)
(639.767,500.031,579.307)
(535.807,507.803,530.789)
(567.087,522.495,579.604)
(574.437,466.934,540.876)
(499.622,453.387,617.077)
(542.11,446.607,531.221)
(533.991,491.016,581.828)
(533.834,375.224,582.956)
(522.863,481.469,564.829)
(611.657,462.431,529.562)
(508.077,463.909,532.964)
(560.731,422.269,537.601)
(606.58,543.444,577.03)
(558.346,471.737,558.984)
(577.814,467.88,631.522)
(632.511,481.428,564.555)
(591.505,513.113,611.471)
(514.069,438.26,579.811)
(510.867,442.181,569.317)
(642.268,456.934,552.821)
(519.001,484.687,578.49)
(502.117,498.693,646.649)
(563.149,435.335,617.005)
(539.34,479.071,531.062)
(648.738,510.996,546.365)
(556.356,380.322,539.781)
(550.031,405.7,532.55)
(581.176,473.249,534.773)
(591.821,394.058,540.713)
(633.186,421.991,606.017)
(556.335,316.957,565.727)
(564.814,362.316,568.108)
(495.94,482.923,546.019)
(608.709,430.252,501.297)
(570.361,396.568,604.711)
(633.861,511.913,547.429)
(520.07,482.561,531.01)
(559.809,483.282,631.915)
(633.834,426.713,555.688)
(594.345,509.865,545.524)
(576.007,468.027,580.128)
(564.895,422.876,529.031)
(612.422,506.547,546.583)
(526.98,445.805,532.177)
(515.686,443.648,577.595)
(563.256,474.997,641.106)
(541.698,394.209,543.462)
(522.129,494.983,525.854)
(558.745,487.484,621.995)
(595.534,496.59,534.126)
(593.831,419.194,603.323)
(578.76,433.215,577.432)
(612.711,444.918,503.254)
(591.266,557.536,573.382)
(613.391,468.341,568.98)
(560.038,392.97,609.391)
(568.799,376.324,652.052)
(567.892,501.793,563.345)
(595.793,387.388,535.188)
(566.718,512.884,566.638)
(555.081,391.329,516.161)
(543.811,492.064,521.697)
(518.166,469.374,569.484)
(495.614,466.155,635.465)
(563.218,402.716,645.2)
(580.13,430.478,655.905)
(574.776,378.509,523.887)
(543.557,516.215,554.713)
(508.802,467.691,595.239)
(594.422,505.173,528.243)
(621.156,436.092,535.738)
(549.179,366.916,603.561)
(575.077,407.722,547.259)
(512.401,488.675,567.786)
(599.222,399.513,591.667)
(614.794,475.096,577.576)
(617.39,384.157,512.178)
(526.741,535.767,562.745)
(554.551,361.223,636.817)
(600.536,432.74,531.412)
(535.386,463.957,641.071)
(532.637,375.638,648.237)
(558.958,452.763,560.317)
(578.76,435.025,532.274)
(556.972,459.877,500.825)
(632.47,531.459,596.227)
(573.902,474.834,527.039)
